,Hotel,Review,Score
4542,Gainsborough Hotel, Very expensive for such a small room ,0
4543,Gainsborough Hotel, OLD TOILETS BEDS EVERYTHING,0
4544,Gainsborough Hotel, Our rather dingy underground room ,0
4545,Gainsborough Hotel, faucet on bathroom basin needs upgrading,0
4546,Gainsborough Hotel, Double room was two singles pushed together No complimentary biscuits in the room ,-0.3412
4547,Gainsborough Hotel, Nothing really although some areas need re decorating ,0
4549,Gainsborough Hotel, Room very small and shabby,0
4550,Gainsborough Hotel, Nothing ,0
4551,Gainsborough Hotel, single was pokey bathroom tired,-0.4404
4554,Gainsborough Hotel, Needs decorating,0
4555,Gainsborough Hotel, rooms could do with a bit of TLC looking dated,0
4556,Gainsborough Hotel, For the price I would expect more ,0
4561,Gainsborough Hotel, Water pressure was not very good ,-0.589
4566,Gainsborough Hotel, The bed was uncomfortable and the room too hot ,-0.3818
4567,Gainsborough Hotel, Mattresses uncomfortable Bathroom old and shower not functioning properly ,-0.3818
4568,Gainsborough Hotel, I could hear noise from rooms around me,0
4569,Gainsborough Hotel, Single room was very small and quite poorly furnished ,0
4570,Gainsborough Hotel, Needs a serious referb very old and tired room,-0.5367
4573,Gainsborough Hotel, Very small room Decor in the room a bit dated ,0
4574,Gainsborough Hotel, Room is tiny,0
4575,Gainsborough Hotel, Shower didn t work beds a bit creaky ,0
4576,Gainsborough Hotel, Really quite dated cold and noisy ,-0.1779
4579,Gainsborough Hotel, Room hadn t been aired stale smell on arrival Bedspread needed to be replaced,0
4580,Gainsborough Hotel, Hairdryer didnt work,0
4581,Gainsborough Hotel, Small room,0
4583,Gainsborough Hotel, The toilet would not flush and the water was not hot for the shower,0
4584,Gainsborough Hotel, SMALL ROOM IN NEED OF ATTENTION,0
4586,Gainsborough Hotel, Many things in the room were not up to standard I have already put a review on TripAdvisor,0
4587,Gainsborough Hotel, The bed was not comfortable Too hard ,-0.3412
4588,Gainsborough Hotel, Room breakfast paid for full English and they didn t tell us there wasn t all items available,0
4589,Gainsborough Hotel, rooms are worn out very noisy you can hear the conversations of your neighbours,-0.4927
4591,Gainsborough Hotel, quality of the bed,0
4592,Gainsborough Hotel, Size of the single room absolutely unacceptable,-0.5095
4595,Gainsborough Hotel, price point,0
4596,Gainsborough Hotel, Room was cold even with rad on full and not enough covers on bed ,0
4597,Gainsborough Hotel, We got what we paid for great location our room was tired clean but tired ,-0.34
4599,Gainsborough Hotel, The room was freezing and the heating didn t work And there was no peppermint tea either in the room or in reception,-0.3818
4600,Gainsborough Hotel, Advertised as a 4 star hotel yet sheets and bedding was stained Standard of cleanliness of room was not great ,-0.5096
4601,Gainsborough Hotel, My bedroom was dirty had no double glazing the carpet was disgusting no sink plug,-0.8658
4602,Gainsborough Hotel, Delapidated dirty and in need of refurbishment,-0.4404
4603,Gainsborough Hotel, Need a coffee machine in the bedroom,0
4604,Gainsborough Hotel, It just needs a bit of tlc,0
4605,Gainsborough Hotel, Cold water in shower,0
4606,Gainsborough Hotel, possibly a little money could be put back into refurbishment,0
4607,Gainsborough Hotel, Staff who couldn t understand me Failure to put 2 rooms together despite request made over 1 month in advance Heating that didn t work,-0.5106
4609,Gainsborough Hotel, All of it,0
4610,Gainsborough Hotel, Building Needs Few Renovations e g the elevator ,0
4611,Gainsborough Hotel, Bathroom shower in need of renovation,0
4613,Gainsborough Hotel, very cold and small room heating was not working even though it was 0 degrees outside ,0
4614,Gainsborough Hotel, deluxe single room was very small ,0
4615,Gainsborough Hotel, Too small room ,0
4618,Gainsborough Hotel, Very run down could do with a big refurb,0
4619,Gainsborough Hotel, Nothing ,0
4620,Gainsborough Hotel, The tap in our bath shower was very difficult to work with ,-0.4201
4621,Gainsborough Hotel, poor bathroom facilities,-0.4767
4622,Gainsborough Hotel, Breakfast over cooked Toilet broken room shabby not what we expected,-0.4767
4624,Gainsborough Hotel, Room was a smokers room and carpet needs replaced along with matress and pillows,0
4625,Gainsborough Hotel, The hotel was very rundown and in need of updating The shower was particularly bad Also I couldn t get any heat in the room ,-0.5849
4627,Gainsborough Hotel, Room was tiny 3 by 3 meters including shower Shower had mould everywhere Bed was too soft couldn t sleep because of sinking ,0
4629,Gainsborough Hotel, The bed was uncomfortable Very noise every night from young guys Tragic,-0.6808
4630,Gainsborough Hotel, squeaky bed,0
4631,Gainsborough Hotel, Bed is too soft and noisy when getting up ,-0.1779
4632,Gainsborough Hotel, Room was very small ,0
4633,Gainsborough Hotel, Poor heating and decor,-0.4767
4634,Gainsborough Hotel, Carpet was dirty and stain walls need repainting overall needs updating,-0.4404
4635,Gainsborough Hotel, I was stayed 3 night but the shower was broken at all 3 days They arranged other room for shower only Its made me trouble ,-0.8271
4636,Gainsborough Hotel, little trouble with reservation they couldn t find it and it took 3 days to make it right,-0.3415
4638,Gainsborough Hotel, Shower and toilet could do with updating Some rust etc ,0
4641,Gainsborough Hotel, Room was not serviced on second day,0
4642,Gainsborough Hotel, rooms are tired and could so with refurb,-0.4404
4646,Gainsborough Hotel, Room very small very dated bed in poor condition and a bit grotty,-0.4767
4647,Gainsborough Hotel, Shower was barely tepid No heating in bathroom Shower door stuck ,-0.4445
4650,Gainsborough Hotel, the water in the shower was slow and not hot,0
4651,Gainsborough Hotel, No drinks making facilities in room,-0.296
4652,Gainsborough Hotel, Room and bed size,0
4653,Gainsborough Hotel, Very small room but it was a single ,0
4654,Gainsborough Hotel, state of d cor and no plugs in sink or bath,-0.296
4655,Gainsborough Hotel, Little old,0
4656,Gainsborough Hotel, N A,0
4658,Gainsborough Hotel, Checking in was quite slow ,0
4659,Gainsborough Hotel, I informed the staff the water pressure was very weak and they did NOTHING ,-0.659
4660,Gainsborough Hotel, The hotel is terribly old room was absolutely freezing The hotel in general looks neglected ,-0.8268
4662,Gainsborough Hotel, No free Wifi I booked a double room and ended up in a twin therefore sleeping in a single bed,-0.4023
4664,Gainsborough Hotel, no fridge or bar in the rooms for a 4 star hotel ,-0.296
4665,Gainsborough Hotel, noise from the lift air con very noisy unable to hear the TV when on unable to open window,-0.2484
4666,Gainsborough Hotel, Room cramped no double bed beds so bad I had to consult a physiotherapist to treat the back pain,-0.8069
4669,Hallmark Hotel London Chigwell Prince Regent, the room was old and dated holes in the carpet windows you could not see out of unless standing on your tip toes and a very long walk and 2 lifts to the bedroom,0
4671,Hallmark Hotel London Chigwell Prince Regent, Mould in the bathroom and around the window in the bedroom Had to usetwo lifts to get to the second floor with a 60 metre walk between lifts Just no good ,-0.3412
4672,Hallmark Hotel London Chigwell Prince Regent, Was disappointed room booked for 2 people only had one hand towel and one bath towel in room For money paid for room was not satisfied with their service ,-0.3031
4673,Hallmark Hotel London Chigwell Prince Regent, Trip hazard in room poorly fitted carpet Attitude of staff on reception No clean glasses Hot breakfast was not hot,-0.3089
4674,Hallmark Hotel London Chigwell Prince Regent, Room nothing like photos on website Every piece of Furniture need replacing very poor Hairdryer and phone very dated no fridge Chair in room stained Mold in bathroom on the tiles old shower No hot or cold on top of the taps,-0.8116
4675,Hallmark Hotel London Chigwell Prince Regent, In the room is a take away menu which states it can be ordered after 10pm After seeing central London and eating fairly late we decided we would grab something off that menu Unfortunately when we called through we were told nothing was available by the kitchen Called back to reception who informed me they must ve run out the night before Breakfast time the staff were a little offish and I overheard one say to another come on get the plates moved I m not having them sitting here just chatting I cannot understand why we experienced both of these situations as the hotel was actually very quiet with what seemed only a handful of guests ,-0.34
