Hotel_Name,Positive_Review
Gainsborough Hotel, the location was excellent for where we need to be
Gainsborough Hotel, Lovely continental breakfast great beds TV 
Gainsborough Hotel, Friendly staff
Gainsborough Hotel, Perfect location Very kind and helpful employees Fair value for money 
Gainsborough Hotel, Very convenient for shops and tube We all enjoyed our stay and the staff made us very welcome
Gainsborough Hotel, The staff has been very friendly and helpful particularly Lara the receptionist Much appreciated Highly Recommended Nicol 
Gainsborough Hotel, Very nice staff and excellent location 
Gainsborough Hotel, It was nice and quiet except for the noise of the floor in the hallway The bed was comfy and i was very happy with the stay 
Gainsborough Hotel, Stuff and everything
Gainsborough Hotel,No Positive
Gainsborough Hotel, Breakfast room was nice
Gainsborough Hotel,No Positive
Gainsborough Hotel,No Positive
Gainsborough Hotel, location nice area
Gainsborough Hotel, Amazing and convenient location
Gainsborough Hotel, breakfast was good value
Gainsborough Hotel, Great accommodation great location
Gainsborough Hotel, Great location Only 5 mins from the tube close to lots of restaurants and museums 
Gainsborough Hotel,No Positive
Gainsborough Hotel, Location
Gainsborough Hotel,No Positive
Gainsborough Hotel,No Positive
Gainsborough Hotel, Location
Gainsborough Hotel, Place
Gainsborough Hotel, Excellent location
Gainsborough Hotel, The Location was great with the museums really close by and a great range of restaurants 
Gainsborough Hotel, I did not use the restaurant The hotel was perfect for what I needed I will definitely stay there again 
Gainsborough Hotel, Staff were very nice
Gainsborough Hotel, Despite being a little rough round the edges the hotel was a good price for the location and perfectly fit for purpose
Gainsborough Hotel, Great location
Gainsborough Hotel, The room decor was exquisite Location was perfect A very comfortable stay 
Gainsborough Hotel, BED VERY COMFY EXCELLENT BREAKFAST FRIENDLY HELPFUL STAFF 
Gainsborough Hotel, Locaton
Gainsborough Hotel, The room and the location
Gainsborough Hotel, Location
Gainsborough Hotel, Fair location Great Staff very friendly and helpful
Gainsborough Hotel, one of the staff was really helpful
Gainsborough Hotel,No Positive
Gainsborough Hotel, Staff Cleanliness Good breakfast
Gainsborough Hotel,No Positive
Gainsborough Hotel, Access to underground and buses Very friendly and willing staff Cleanliness 
Gainsborough Hotel, the location
Gainsborough Hotel, Very warm in room bed comfortable
Gainsborough Hotel, Nothing at all
Gainsborough Hotel,No Positive
Gainsborough Hotel, Excellent location
Gainsborough Hotel, Quiet side street in a central location Spacious clean room with modern decor 
Gainsborough Hotel,No Positive
Gainsborough Hotel,No Positive
Gainsborough Hotel,No Positive
Gainsborough Hotel, Location and friendly staff
Gainsborough Hotel, The reception staff went out of their way to help
Gainsborough Hotel, breakfast was good water hot 
Gainsborough Hotel,No Positive
Gainsborough Hotel,No Positive
Gainsborough Hotel, Dirty and cramped
Gainsborough Hotel, Very well located near museums Good wifi Pleasant breakfast room 
Gainsborough Hotel,No Positive
Gainsborough Hotel, Very friendly and helpful staff and great location 
Gainsborough Hotel, general appearance and location
Gainsborough Hotel, Staff were very helpful Location was excellent for museums
Gainsborough Hotel, Charming hotel in a great location near tube stations and museums
Gainsborough Hotel, location
Gainsborough Hotel, The dining room was delightful with super staff The table in the bay window Heaven 
Gainsborough Hotel, location
Gainsborough Hotel, Really friendly staff Excellent location Normal affordable price
Gainsborough Hotel, position helpful staff
Gainsborough Hotel,No Positive
Gainsborough Hotel, pleased with room and bathroom very helpful staff good location 
Gainsborough Hotel, Convenient location 400m from Underground Station
Gainsborough Hotel, I experience no internet TV not working in morning and no central heating though staff is very quick to provide me a portable heatet
Gainsborough Hotel, Good shower comfy beds reasonable continental breakfast
Gainsborough Hotel,No Positive
Gainsborough Hotel, Great location
Gainsborough Hotel, quiet the room was ideal for us for a weekend away would use the hotel again good value for money
Gainsborough Hotel, Location was good for museums
Gainsborough Hotel,No Positive
Gainsborough Hotel, Entirely satisfied 
Gainsborough Hotel, Quiet room comfy beds
Gainsborough Hotel, Awesome location 
Gainsborough Hotel, Location services and smiles
Gainsborough Hotel, Free parking on the streeft Saterday afternoon And Sunday Nice Large rooms for a good price
Gainsborough Hotel, Not a lot
Gainsborough Hotel, Fabulous location
Gainsborough Hotel, It was clean
Gainsborough Hotel, perfect location
Gainsborough Hotel, Location bed breakfast
Gainsborough Hotel,No Positive
Gainsborough Hotel, mazing position
Gainsborough Hotel, Nice hotel in very good but still quiet location Friendly and helpful staff 
Gainsborough Hotel, Location nice breakfast 
Gainsborough Hotel,No Positive
Gainsborough Hotel, The staff in the breakfast room were very accomodating
Gainsborough Hotel, Staff friendly and helpful Would definitely stay there again 
Gainsborough Hotel, Tasty breakfast great location small but comfy room 24 7 access to bar
Gainsborough Hotel, Bed comfy Staff lovely
Gainsborough Hotel, Mycket trevlig personal Utm rkt st dning Thank you Felicia Elena and all the hotel staff
Gainsborough Hotel, Excellent location for touring the city Welcoming staff 
Gainsborough Hotel, Very clean friendly staff good location
Gainsborough Hotel, The room was big enough for the three of us Beds were nice and comfortable 
Gainsborough Hotel, Good service 
Gainsborough Hotel, The location was perfect for the museums
Gainsborough Hotel, Location staff cleanliness air conditioning
Gainsborough Hotel,No Positive
Gainsborough Hotel, The laucation and the workers were nice
Gainsborough Hotel, The well meaning staff
