,Hotel,Review,Score
37524,South Place Hotel, The only thing I can think of was the lighting was complicated to work out ,0
37526,South Place Hotel, Unfortunately breakfast was underwhelming and really not up to par with the extremely high quality of the hotel otherwise ,-0.34
37528,South Place Hotel, Mildly disappointed in the breakfast Pancakes were too thick and not cooked through and crispy bacon is meant to be crispy ,-0.4767
37530,South Place Hotel, Taps difficult too turn on in bathroom but this is a minor detail,-0.1901
37532,South Place Hotel, We had to leave ,-0.0516
37534,South Place Hotel, Breakfast was not that good in selection,-0.3412
37538,South Place Hotel, I genuinely cannot think of anything ,0
37541,South Place Hotel, Nothing at all ,0
37542,South Place Hotel, The only negative was that on the Saturday night there was a wedding reception in the hotel which went on until 1am at which the music was so incredibly loud you could hear every word and feel the pounding of the bass in our room 2 floors away When we phoned reception they said they would ask them to turn the music down but nothing changed ,-0.3291
37543,South Place Hotel, As hotel guests it was a bit disappointing not being able to get a table at The Angler restaurant upstairs as it was fully booked ,-0.4939
37544,South Place Hotel, Pillows were so thin Only during check out we ve learned that there were other pillow options we could ve asked from the room service ,0
37545,South Place Hotel, We had some issue with communication between the hotel and booking com It made check in a longer process ,0
37546,South Place Hotel, Breakfast was pricey and the bar downstairs a little noisy ,-0.1045
37548,South Place Hotel, Only teeny tiny criticism I have is the pillows on the bed are very flat not much head support Overall bed was still very comfortable though ,-0.1444
37549,South Place Hotel, Zero issues ,0
37551,South Place Hotel, Maid opened bedroom door just after 8am Too early even on a week day ,0
37552,South Place Hotel, The lobby is quite small and the carpet in the room was not clean as expected ,-0.2865
37553,South Place Hotel, Leaving could have stayed for every,0
37554,South Place Hotel, Small drawback pillows were very soft little filling and no extras in wardrobe ,-0.235
37557,South Place Hotel, My room wasn t serviced during my stay although my son and his partners room was ,0
37562,South Place Hotel, Parking in the neighbourhood rather expensive 49 day ,0
37566,South Place Hotel, Indifferent service in terrace bar and very poor food offering ,-0.6361
37568,South Place Hotel, Needed to be a mountaineer to get into and out of the bath ,0
37570,South Place Hotel, On this particular stay we were unfortunate to be disturbed by very noisy maintenance work on a Sunday I would suggest you check this has been completed before you book It was also a shame that the Angler restaurant was booked for a private event as this is a superb venue to dine in Nevertheless I would return without hesitation ,-0.583
37571,South Place Hotel, I had difficulty in getting the shade lowered before I went to bed It kept starting and stopping and I had to keep repressing the button It took 10 15 mins to get my room dark enough to sleep It was late and I didn t really feel like reporting it I had to change rooms because my initial room was opposite a noisy building site I had asked specifically for a quiet room so was a little irritated that I had to immediately ask to be moved ,-0.7863
37572,South Place Hotel, Nothing ,0
37573,South Place Hotel, I couldn t find a hairdryer Probably could have asked for one but thought there may have been one automatically ,0
37575,South Place Hotel, It s a high end hotel and quality costs fair enough But the minibar prices O seriously I really wanted a chocolate bar but since it was friday evening I couldn t contact my bank and ask for a second mortgage ,-0.1027
37578,South Place Hotel, The stereo system didn t work as supposed to Bluetooth didn t connect but am just being picky,0
37583,South Place Hotel, Nothing,0
37585,South Place Hotel, A couple of the staff were rather condecending ,0
37586,South Place Hotel, Pillow menu could have been more obviusly available as the pillows provided inthe room were very soft,0
37587,South Place Hotel, Bar staff very rude and tell lies to manager when they do not want to serve you anymore Night manager did not care or believe what we were telling him and would rather the paying guest leave hotel in the middle of the night rather than try and sort out the situation Have stayed here many times but will never return shame on you South Place should have stayed at the Andaz,-0.1878
37588,South Place Hotel, Had potential to be amazing but very poor communication systems within the hotel led to a catalogue of small errors which together spoiled our very special weekend,-0.3182
37589,South Place Hotel, Nothing,0
37590,South Place Hotel, ,0
37594,South Place Hotel, This room was a bit dark we usually have an outside room with a bigger window Minibar not getting cold enough ,0
37597,South Place Hotel, Nothing,0
37599,South Place Hotel, Minor issue The restaurant is a popular place for power breakfast so it is extremely busy with locals lots of interviews and business meetings happening around you not the best way to start the day from a hotel guests perspective Minor issue 2 boy that B O TV they have in the rooms is over the top and ridiculous So much money wasted on a TV that can t do the most basic things easily e g change channels What a technological disaster I gave up and didn t watch TV for the 5 days I stayed there ,-0.8002
37603,South Place Hotel, Breakfast service was a bit hit and miss one waiter responsible for that brought wrong breakfast even after taking our order when we asked for extra toast for two people he brought ONE slice A bit surly and unapologetic I d choose to have it in my room next time ,-0.34
37604,South Place Hotel, Very slightly disorganised check in I don t usually stay at the weekend but they could have done with more people on the desk ,0
37607,South Place Hotel, We didn t get much use of the first floor due to a wedding booking but apart from that it was incredible ,0
37608,South Place Hotel, Mainly the service,0
37610,South Place Hotel, It s a temporary problem but the building site across the road is noisy ,-0.4404
37611,South Place Hotel, Requested high floor got 2nd Requested early check in had to wait 45 minutes Bath did not drain properly Guy in front desk brusque On check out we asked for bags and coat to be stored Came back and coat was missing my son found it stuffed on a shelf behind the concierge ,-0.296
37612,South Place Hotel, 100 taken from my card just in case the room got damaged Four days later the credit has not appeared back in my account Most hotels just take an imprint not funds ,-0.0772
37613,South Place Hotel, We had to wait for house keeping outside the room for over half an hour which was unfortunate The room wasn t as impressive as I was expecting considering the rate per night and therefore not entirely full value for money as there are other equivalent hotels in City that are cheaper options to similar standard Also I was slapped on the head from a drunken guest at the ground floor bar and I asked the staff to maybe not serve him drinks and to escort him out Not only did they let him finish his drink he also had time to harass to other young ladies before they asked him to leave which I thought was bad ,-0.8335
37617,South Place Hotel, The Price of Hotels in London is astronomically absurd ,0
37619,South Place Hotel, The breakfast was a whopping 25 and that is all I have to moan about ,-0.1531
37622,South Place Hotel, It s overpriced the breakfast is not edible very limited choices no open buffet breakfast ,-0.1483
37623,South Place Hotel, A little traffic noise from street Having to re sign in to wifi each time is a pain ,-0.5106
37624,South Place Hotel, None,0
37627,South Place Hotel, B O television which is very slow to use not so fast Wi Fi internet No complimentary water on daily basis View to a building in progress Very limited breakfast choice ,-0.202
37628,South Place Hotel, The only thing I could fault was that I thought there was a pool but this is actually in a nearby spa where you would have to pay extra to enter ,-0.3506
37629,South Place Hotel, Dining experience at Angler s 1 Michelin star Stellar attentive professional service which was unfortunately not met by the quality of the food nor the cost thereof ,-0.34
37631,South Place Hotel, Lighting so gloomy Pillows too soft ,-0.2247
37634,South Place Hotel, N A,0
37635,South Place Hotel, Pillows were very soft,0
37637,South Place Hotel, The AC,0
37639,South Place Hotel, N A,0
37640,South Place Hotel, Nothing,0
37641,South Place Hotel, A bit noisy downstairs,-0.1779
37643,South Place Hotel, Shower box floods bathroom floor,0
37645,South Place Hotel, The spa was very small No relaxing seating area,-0.3845
37648,South Place Hotel, Very limited bar service when coming in from previous engagements,-0.1513
37649,South Place Hotel, N A,0
37650,South Place Hotel, Hot breakfast was served cold most disappointing cold expensive eggs benedict ,-0.5413
37651,South Place Hotel, Going ,0
